Date,Months_Since,Days_Since,Open,High,Low,Close,Adj Close,Volume,Interest_Rate,Interest_Rate,CPI,GDP,Debt_to_GDP_Ratio,Balance_of_Trade
1984-01-25,0,22,165.94000244140625,167.1199951171875,164.74000549316406,164.83999633789062,164.83999633789062,113470000.0,9.56,9.56,102.1,3934.8356263736255,37526.313681258864,-95.003
1984-01-26,0,23,164.83999633789062,165.5500030517578,164.1199951171875,164.24000549316406,164.24000549316406,111100000.0,9.56,9.56,102.1,3935.951527472528,37529.307075235534,-95.003
1984-01-27,0,24,164.24000549316406,164.3300018310547,163.07000732421875,163.94000244140625,163.94000244140625,103720000.0,9.56,9.56,102.1,3937.067428571429,37532.300469212205,-95.003
1984-01-28,0,25,164.24000549316406,164.3300018310547,163.07000732421875,163.94000244140625,163.94000244140625,103720000.0,9.56,9.56,102.1,3938.18332967033,37535.29386318888,-95.003
1984-01-29,0,26,164.24000549316406,164.3300018310547,163.07000732421875,163.94000244140625,163.94000244140625,103720000.0,9.56,9.56,102.1,3939.299230769231,37538.287257165546,-95.003
1984-01-30,0,27,164.39999389648438,164.6699981689453,162.39999389648438,162.8699951171875,162.8699951171875,103120000.0,9.56,9.56,102.1,3940.415131868132,37541.28065114222,-95.003
1984-01-31,0,28,162.8699951171875,163.60000610351562,162.02999877929688,163.41000366210938,163.41000366210938,113510000.0,9.56,9.56,102.1,3941.531032967033,37544.27404511889,-95.003
1984-02-01,1,29,163.41000366210938,164.0,162.27000427246094,162.74000549316406,162.74000549316406,107100000.0,9.59,9.59,102.6,3942.646934065934,37547.26743909556,-95.003
1984-02-02,1,30,162.74000549316406,163.36000061035156,162.24000549316406,163.36000061035156,163.36000061035156,111330000.0,9.59,9.59,102.6,3943.762835164836,37550.26083307223,-95.003
1984-02-03,1,31,163.44000244140625,163.97999572753906,160.82000732421875,160.91000366210938,160.91000366210938,109100000.0,9.59,9.59,102.6,3944.878736263736,37553.25422704889,-95.003
1984-02-04,1,32,163.44000244140625,163.97999572753906,160.82000732421875,160.91000366210938,160.91000366210938,109100000.0,9.59,9.59,102.6,3945.9946373626376,37556.24762102556,-95.003
1984-02-05,1,33,163.44000244140625,163.97999572753906,160.82000732421875,160.91000366210938,160.91000366210938,109100000.0,9.59,9.59,102.6,3947.1105384615385,37559.24101500223,-95.003
1984-02-06,1,34,160.91000366210938,160.91000366210938,158.02000427246094,158.0800018310547,158.0800018310547,109090000.0,9.59,9.59,102.6,3948.22643956044,37562.2344089789,-95.003
1984-02-07,1,35,157.91000366210938,158.80999755859375,157.00999450683594,158.74000549316406,158.74000549316406,107640000.0,9.59,9.59,102.6,3949.3423406593406,37565.227802955575,-95.003
1984-02-08,1,36,158.74000549316406,159.07000732421875,155.6699981689453,155.85000610351562,155.85000610351562,96890000.0,9.59,9.59,102.6,3950.458241758242,37568.221196932245,-95.003
1984-02-09,1,37,155.85000610351562,156.1699981689453,154.3000030517578,155.4199981689453,155.4199981689453,128190000.0,9.59,9.59,102.6,3951.574142857143,37571.21459090892,-95.003
1984-02-10,1,38,155.4199981689453,156.52000427246094,155.4199981689453,156.3000030517578,156.3000030517578,92220000.0,9.59,9.59,102.6,3952.690043956044,37574.20798488559,-95.003
1984-02-11,1,39,155.4199981689453,156.52000427246094,155.4199981689453,156.3000030517578,156.3000030517578,92220000.0,9.59,9.59,102.6,3953.805945054946,37577.20137886226,-95.003
1984-02-12,1,40,155.4199981689453,156.52000427246094,155.4199981689453,156.3000030517578,156.3000030517578,92220000.0,9.59,9.59,102.6,3954.921846153846,37580.19477283893,-95.003
1984-02-13,1,41,156.3000030517578,156.32000732421875,154.1300048828125,154.9499969482422,154.9499969482422,78460000.0,9.59,9.59,102.6,3956.037747252748,37583.1881668156,-95.003
1984-02-14,1,42,154.9499969482422,156.61000061035156,154.9499969482422,156.61000061035156,156.61000061035156,91800000.0,9.59,9.59,102.6,3957.153648351648,37586.18156079227,-95.003
1984-02-15,1,43,156.61000061035156,157.47999572753906,156.10000610351562,156.25,156.25,94870000.0,9.59,9.59,102.6,3958.2695494505497,37589.17495476894,-95.003
1984-02-16,1,44,155.94000244140625,156.44000244140625,155.44000244140625,156.1300048828125,156.1300048828125,81750000.0,9.59,9.59,102.6,3959.3854505494505,37592.1683487456,-95.003
1984-02-17,1,45,156.1300048828125,156.8000030517578,155.50999450683594,155.74000549316406,155.74000549316406,76600000.0,9.59,9.59,102.6,3960.501351648352,37595.16174272227,-95.003
1984-02-18,1,46,156.1300048828125,156.8000030517578,155.50999450683594,155.74000549316406,155.74000549316406,76600000.0,9.59,9.59,102.6,3961.6172527472527,37598.155136698944,-95.003
1984-02-19,1,47,156.1300048828125,156.8000030517578,155.50999450683594,155.74000549316406,155.74000549316406,76600000.0,9.59,9.59,102.6,3962.733153846154,37601.148530675615,-95.003
1984-02-20,1,48,156.1300048828125,156.8000030517578,155.50999450683594,155.74000549316406,155.74000549316406,76600000.0,9.59,9.59,102.6,3963.849054945055,37604.141924652286,-95.003
1984-02-21,1,49,155.7100067138672,155.74000549316406,154.47000122070312,154.63999938964844,154.63999938964844,71890000.0,9.59,9.59,102.6,3964.964956043956,37607.13531862896,-95.003
1984-02-22,1,50,154.52000427246094,155.10000610351562,153.94000244140625,154.30999755859375,154.30999755859375,90080000.0,9.59,9.59,102.6,3966.0808571428574,37610.12871260563,-95.003
1984-02-23,1,51,154.02000427246094,154.4499969482422,152.1300048828125,154.2899932861328,154.2899932861328,100220000.0,9.59,9.59,102.6,3967.1967582417583,37613.1221065823,-95.003
1984-02-24,1,52,154.30999755859375,157.50999450683594,154.2899932861328,157.50999450683594,157.50999450683594,102620000.0,9.59,9.59,102.6,3968.31265934066,37616.11550055897,-95.003
1984-02-25,1,53,154.30999755859375,157.50999450683594,154.2899932861328,157.50999450683594,157.50999450683594,102620000.0,9.59,9.59,102.6,3969.42856043956,37619.10889453564,-95.003
1984-02-26,1,54,154.30999755859375,157.50999450683594,154.2899932861328,157.50999450683594,157.50999450683594,102620000.0,9.59,9.59,102.6,3970.5444615384617,37622.10228851231,-95.003
1984-02-27,1,55,157.50999450683594,159.5800018310547,157.0800018310547,159.3000030517578,159.3000030517578,99140000.0,9.59,9.59,102.6,3971.6603626373626,37625.09568248898,-95.003
1984-02-28,1,56,159.3000030517578,159.3000030517578,156.58999633789062,156.82000732421875,156.82000732421875,91010000.0,9.59,9.59,102.6,3972.776263736264,37628.08907646565,-95.003
1984-02-29,1,57,156.82000732421875,158.27000427246094,156.41000366210938,157.05999755859375,157.05999755859375,92810000.0,9.59,9.59,102.6,3973.8921648351647,37631.08247044232,-95.003
1984-03-01,2,58,157.05999755859375,158.19000244140625,156.77000427246094,158.19000244140625,158.19000244140625,82010000.0,9.91,9.91,102.9,3975.008065934066,37634.075864418985,-95.003
1984-03-02,2,59,158.19000244140625,159.89999389648438,158.19000244140625,159.24000549316406,159.24000549316406,108270000.0,9.91,9.91,102.9,3976.123967032967,37637.069258395655,-95.003
1984-03-03,2,60,158.19000244140625,159.89999389648438,158.19000244140625,159.24000549316406,159.24000549316406,108270000.0,9.91,9.91,102.9,3977.239868131868,37640.062652372326,-95.003
1984-03-04,2,61,158.19000244140625,159.89999389648438,158.19000244140625,159.24000549316406,159.24000549316406,108270000.0,9.91,9.91,102.9,3978.3557692307695,37643.056046349,-95.003
1984-03-05,2,62,159.24000549316406,159.24000549316406,157.58999633789062,157.88999938964844,157.88999938964844,69870000.0,9.91,9.91,102.9,3979.4716703296704,37646.04944032567,-95.003
1984-03-06,2,63,157.88999938964844,158.3699951171875,156.2100067138672,156.25,156.25,83590000.0,9.91,9.91,102.9,3980.587571428572,37649.04283430234,-95.003
1984-03-07,2,64,156.25,156.25,153.80999755859375,154.57000732421875,154.57000732421875,90080000.0,9.91,9.91,102.9,3981.703472527473,37652.03622827901,-95.003
1984-03-08,2,65,154.57000732421875,155.8000030517578,154.35000610351562,155.19000244140625,155.19000244140625,80630000.0,9.91,9.91,102.9,3982.819373626374,37655.02962225568,-95.003
1984-03-09,2,66,155.1199951171875,155.19000244140625,153.77000427246094,154.35000610351562,154.35000610351562,73170000.0,9.91,9.91,102.9,3983.935274725274,37658.02301623235,-95.003
1984-03-10,2,67,155.1199951171875,155.19000244140625,153.77000427246094,154.35000610351562,154.35000610351562,73170000.0,9.91,9.91,102.9,3985.051175824176,37661.01641020902,-95.003
1984-03-11,2,68,155.1199951171875,155.19000244140625,153.77000427246094,154.35000610351562,154.35000610351562,73170000.0,9.91,9.91,102.9,3986.167076923077,37664.00980418569,-95.003
1984-03-12,2,69,154.35000610351562,156.35000610351562,154.35000610351562,156.33999633789062,156.33999633789062,84470000.0,9.91,9.91,102.9,3987.282978021978,37667.00319816236,-95.003
1984-03-13,2,70,156.33999633789062,157.92999267578125,156.33999633789062,156.77999877929688,156.77999877929688,102600000.0,9.91,9.91,102.9,3988.39887912088,37669.99659213903,-95.003
1984-03-14,2,71,156.77999877929688,157.1699981689453,156.22000122070312,156.77000427246094,156.77000427246094,77250000.0,9.91,9.91,102.9,3989.51478021978,37672.989986115696,-95.003
1984-03-15,2,72,156.77999877929688,158.0500030517578,156.72999572753906,157.41000366210938,157.41000366210938,79520000.0,9.91,9.91,102.9,3990.6306813186816,37675.983380092366,-95.003
1984-03-16,2,73,157.41000366210938,160.4499969482422,157.41000366210938,159.27000427246094,159.27000427246094,118000000.0,9.91,9.91,102.9,3991.7465824175824,37678.97677406904,-95.003
1984-03-17,2,74,157.41000366210938,160.4499969482422,157.41000366210938,159.27000427246094,159.27000427246094,118000000.0,9.91,9.91,102.9,3992.862483516484,37681.97016804571,-95.003
1984-03-18,2,75,157.41000366210938,160.4499969482422,157.41000366210938,159.27000427246094,159.27000427246094,118000000.0,9.91,9.91,102.9,3993.9783846153846,37684.96356202238,-95.003
1984-03-19,2,76,159.27000427246094,159.27000427246094,157.27999877929688,157.77999877929688,157.77999877929688,64060000.0,9.91,9.91,102.9,3995.094285714286,37687.95695599905,-95.003
1984-03-20,2,77,157.77999877929688,159.1699981689453,157.77999877929688,158.86000061035156,158.86000061035156,86460000.0,9.91,9.91,102.9,3996.2101868131863,37690.95034997572,-95.003
1984-03-21,2,78,158.86000061035156,159.25999450683594,158.58999633789062,158.66000366210938,158.66000366210938,87170000.0,9.91,9.91,102.9,3997.326087912088,37693.94374395239,-95.003
1984-03-22,2,79,158.66000366210938,158.6699981689453,156.61000061035156,156.69000244140625,156.69000244140625,87340000.0,9.91,9.91,102.9,3998.441989010989,37696.93713792906,-95.003
1984-03-23,2,80,156.69000244140625,156.9199981689453,156.02000427246094,156.86000061035156,156.86000061035156,79760000.0,9.91,9.91,102.9,3999.55789010989,37699.93053190573,-95.003
1984-03-24,2,81,156.69000244140625,156.9199981689453,156.02000427246094,156.86000061035156,156.86000061035156,79760000.0,9.91,9.91,102.9,4000.673791208792,37702.9239258824,-95.003
1984-03-25,2,82,156.69000244140625,156.9199981689453,156.02000427246094,156.86000061035156,156.86000061035156,79760000.0,9.91,9.91,102.9,4001.789692307692,37705.91731985907,-95.003
1984-03-26,2,83,156.86000061035156,157.17999267578125,156.30999755859375,156.6699981689453,156.6699981689453,69070000.0,9.91,9.91,102.9,4002.9055934065937,37708.910713835736,-95.003
1984-03-27,2,84,156.6699981689453,157.3000030517578,156.61000061035156,157.3000030517578,157.3000030517578,73670000.0,9.91,9.91,102.9,4004.0214945054954,37711.90410781241,-95.003
1984-03-28,2,85,157.3000030517578,159.89999389648438,157.3000030517578,159.8800048828125,159.8800048828125,104870000.0,9.91,9.91,102.9,4005.137395604396,37714.89750178908,-95.003
1984-03-29,2,86,159.8800048828125,160.4600067138672,159.52000427246094,159.52000427246094,159.52000427246094,81470000.0,9.91,9.91,102.9,4006.2532967032967,37717.89089576575,-95.003
1984-03-30,2,87,159.52000427246094,159.52000427246094,158.9199981689453,159.17999267578125,159.17999267578125,71590000.0,9.91,9.91,102.9,4007.369197802198,37720.88428974242,-95.003
1984-03-31,2,88,159.52000427246094,159.52000427246094,158.9199981689453,159.17999267578125,159.17999267578125,71590000.0,9.91,9.91,102.9,4008.485098901099,37723.87768371909,-95.003
1984-04-01,3,89,159.52000427246094,159.52000427246094,158.9199981689453,159.17999267578125,159.17999267578125,71590000.0,10.29,10.29,103.3,4009.601,37726.87107769576,-104.301
1984-04-02,3,90,159.17999267578125,159.8699951171875,157.6300048828125,157.97999572753906,157.97999572753906,85680000.0,10.29,10.29,103.3,4010.421318681319,37735.3214618125,-104.301
1984-04-03,3,91,157.99000549316406,158.27000427246094,157.1699981689453,157.66000366210938,157.66000366210938,87980000.0,10.29,10.29,103.3,4011.241637362637,37743.771845929245,-104.301
1984-04-04,3,92,157.66000366210938,158.11000061035156,157.2899932861328,157.5399932861328,157.5399932861328,92860000.0,10.29,10.29,103.3,4012.061956043956,37752.22223004598,-104.301
1984-04-05,3,93,157.5399932861328,158.10000610351562,154.9600067138672,155.0399932861328,155.0399932861328,101750000.0,10.29,10.29,103.3,4012.882274725275,37760.67261416273,-104.301
1984-04-06,3,94,155.0399932861328,155.47999572753906,154.1199951171875,155.47999572753906,155.47999572753906,86620000.0,10.29,10.29,103.3,4013.7025934065937,37769.12299827947,-104.301
1984-04-07,3,95,155.0399932861328,155.47999572753906,154.1199951171875,155.47999572753906,155.47999572753906,86620000.0,10.29,10.29,103.3,4014.522912087912,37777.573382396215,-104.301
1984-04-08,3,96,155.0399932861328,155.47999572753906,154.1199951171875,155.47999572753906,155.47999572753906,86620000.0,10.29,10.29,103.3,4015.343230769231,37786.02376651295,-104.301
1984-04-09,3,97,155.47999572753906,155.86000061035156,154.7100067138672,155.4499969482422,155.4499969482422,71570000.0,10.29,10.29,103.3,4016.1635494505495,37794.47415062969,-104.301
1984-04-10,3,98,155.4499969482422,156.57000732421875,155.4499969482422,155.8699951171875,155.8699951171875,78990000.0,10.29,10.29,103.3,4016.983868131868,37802.92453474644,-104.301
1984-04-11,3,99,155.92999267578125,156.30999755859375,154.89999389648438,155.0,155.0,80280000.0,10.29,10.29,103.3,4017.804186813187,37811.37491886318,-104.301
1984-04-12,3,100,155.0,157.74000549316406,154.1699981689453,157.72999572753906,157.72999572753906,96330000.0,10.29,10.29,103.3,4018.6245054945057,37819.82530297992,-104.301
1984-04-13,3,101,157.72999572753906,158.8699951171875,157.1300048828125,157.30999755859375,157.30999755859375,99620000.0,10.29,10.29,103.3,4019.444824175824,37828.27568709666,-104.301
1984-04-14,3,102,157.72999572753906,158.8699951171875,157.1300048828125,157.30999755859375,157.30999755859375,99620000.0,10.29,10.29,103.3,4020.265142857143,37836.7260712134,-104.301
1984-04-15,3,103,157.72999572753906,158.8699951171875,157.1300048828125,157.30999755859375,157.30999755859375,99620000.0,10.29,10.29,103.3,4021.0854615384615,37845.17645533015,-104.301
1984-04-16,3,104,157.30999755859375,158.35000610351562,156.49000549316406,158.32000732421875,158.32000732421875,73870000.0,10.29,10.29,103.3,4021.905780219781,37853.626839446886,-104.301
1984-04-17,3,105,158.32000732421875,159.58999633789062,158.32000732421875,158.97000122070312,158.97000122070312,98150000.0,10.29,10.29,103.3,4022.726098901099,37862.07722356363,-104.301
1984-04-18,3,106,158.97000122070312,158.97000122070312,157.63999938964844,157.89999389648438,157.89999389648438,85040000.0,10.29,10.29,103.3,4023.5464175824177,37870.52760768037,-104.301
1984-04-19,3,107,157.89999389648438,158.02000427246094,157.10000610351562,158.02000427246094,158.02000427246094,75860000.0,10.29,10.29,103.3,4024.366736263736,37878.97799179712,-104.301
1984-04-20,3,108,157.89999389648438,158.02000427246094,157.10000610351562,158.02000427246094,158.02000427246094,75860000.0,10.29,10.29,103.3,4025.187054945055,37887.428375913856,-104.301
1984-04-21,3,109,157.89999389648438,158.02000427246094,157.10000610351562,158.02000427246094,158.02000427246094,75860000.0,10.29,10.29,103.3,4026.007373626374,37895.8787600306,-104.301
1984-04-22,3,110,157.89999389648438,158.02000427246094,157.10000610351562,158.02000427246094,158.02000427246094,75860000.0,10.29,10.29,103.3,4026.827692307693,37904.32914414734,-104.301
1984-04-23,3,111,158.02000427246094,158.0500030517578,156.7899932861328,156.8000030517578,156.8000030517578,73080000.0,10.29,10.29,103.3,4027.6480109890113,37912.77952826408,-104.301
1984-04-24,3,112,156.8000030517578,158.3800048828125,156.61000061035156,158.07000732421875,158.07000732421875,87060000.0,10.29,10.29,103.3,4028.4683296703297,37921.229912380826,-104.301
1984-04-25,3,113,158.07000732421875,158.77000427246094,157.8000030517578,158.64999389648438,158.64999389648438,83520000.0,10.29,10.29,103.3,4029.2886483516486,37929.680296497565,-104.301
1984-04-26,3,114,158.64999389648438,160.5,158.64999389648438,160.3000030517578,160.3000030517578,98000000.0,10.29,10.29,103.3,4030.108967032967,37938.130680614304,-104.301
1984-04-27,3,115,160.3000030517578,160.69000244140625,159.77000427246094,159.88999938964844,159.88999938964844,88530000.0,10.29,10.29,103.3,4030.929285714286,37946.58106473105,-104.301
1984-04-28,3,116,160.3000030517578,160.69000244140625,159.77000427246094,159.88999938964844,159.88999938964844,88530000.0,10.29,10.29,103.3,4031.749604395605,37955.03144884779,-104.301
1984-04-29,3,117,160.3000030517578,160.69000244140625,159.77000427246094,159.88999938964844,159.88999938964844,88530000.0,10.29,10.29,103.3,4032.5699230769233,37963.481832964535,-104.301
1984-04-30,3,118,159.88999938964844,160.42999267578125,159.3000030517578,160.0500030517578,160.0500030517578,72740000.0,10.29,10.29,103.3,4033.3902417582417,37971.93221708128,-104.301
1984-05-01,4,119,160.0500030517578,161.69000244140625,160.0500030517578,161.67999267578125,161.67999267578125,110550000.0,10.32,10.32,103.5,4034.2105604395606,37980.38260119802,-104.301
1984-05-02,4,120,161.67999267578125,162.11000061035156,161.41000366210938,161.89999389648438,161.89999389648438,107080000.0,10.32,10.32,103.5,4035.030879120879,37988.83298531476,-104.301
1984-05-03,4,121,161.89999389648438,161.89999389648438,160.9499969482422,161.1999969482422,161.1999969482422,91910000.0,10.32,10.32,103.5,4035.851197802198,37997.2833694315,-104.301
1984-05-04,4,122,161.1999969482422,161.1999969482422,158.92999267578125,159.11000061035156,159.11000061035156,98580000.0,10.32,10.32,103.5,4036.671516483517,38005.73375354824,-104.301
1984-05-05,4,123,161.1999969482422,161.1999969482422,158.92999267578125,159.11000061035156,159.11000061035156,98580000.0,10.32,10.32,103.5,4037.4918351648353,38014.18413766498,-104.301
1984-05-06,4,124,161.1999969482422,161.1999969482422,158.92999267578125,159.11000061035156,159.11000061035156,98580000.0,10.32,10.32,103.5,4038.3121538461537,38022.63452178173,-104.301
1984-05-07,4,125,159.11000061035156,159.47999572753906,158.6300048828125,159.47000122070312,159.47000122070312,72760000.0,10.32,10.32,103.5,4039.1324725274726,38031.08490589847,-104.301
1984-05-08,4,126,159.47000122070312,160.52000427246094,159.13999938964844,160.52000427246094,160.52000427246094,81610000.0,10.32,10.32,103.5,4039.952791208792,38039.53529001521,-104.301
1984-05-09,4,127,160.52000427246094,161.30999755859375,159.38999938964844,160.11000061035156,160.11000061035156,100590000.0,10.32,10.32,103.5,4040.77310989011,38047.98567413195,-104.301
1984-05-10,4,128,160.11000061035156,160.4499969482422,159.61000061035156,160.0,160.0,101810000.0,10.32,10.32,103.5,4041.593428571429,38056.43605824869,-104.301
1984-05-11,4,129,160.0,160.0,157.4199981689453,158.49000549316406,158.49000549316406,82780000.0,10.32,10.32,103.5,4042.4137472527473,38064.88644236544,-104.301
1984-05-12,4,130,160.0,160.0,157.4199981689453,158.49000549316406,158.49000549316406,82780000.0,10.32,10.32,103.5,4043.234065934066,38073.33682648218,-104.301
1984-05-13,4,131,160.0,160.0,157.4199981689453,158.49000549316406,158.49000549316406,82780000.0,10.32,10.32,103.5,4044.0543846153846,38081.78721059892,-104.301
1984-05-14,4,132,158.49000549316406,158.49000549316406,157.1999969482422,157.5,157.5,64900000.0,10.32,10.32,103.5,4044.874703296704,38090.23759471566,-104.301
1984-05-15,4,133,157.5,158.27000427246094,157.2899932861328,158.0,158.0,88250000.0,10.32,10.32,103.5,4045.695021978022,38098.6879788324,-104.301
1984-05-16,4,134,158.0,158.41000366210938,157.8300018310547,157.99000549316406,157.99000549316406,89210000.0,10.32,10.32,103.5,4046.515340659341,38107.13836294915,-104.301
1984-05-17,4,135,157.99000549316406,157.99000549316406,156.14999389648438,156.57000732421875,156.57000732421875,90310000.0,10.32,10.32,103.5,4047.3356593406593,38115.588747065885,-104.301
1984-05-18,4,136,156.57000732421875,156.77000427246094,155.24000549316406,155.77999877929688,155.77999877929688,81270000.0,10.32,10.32,103.5,4048.155978021978,38124.03913118263,-104.301
1984-05-19,4,137,156.57000732421875,156.77000427246094,155.24000549316406,155.77999877929688,155.77999877929688,81270000.0,10.32,10.32,103.5,4048.9762967032966,38132.48951529937,-104.301
1984-05-20,4,138,156.57000732421875,156.77000427246094,155.24000549316406,155.77999877929688,155.77999877929688,81270000.0,10.32,10.32,103.5,4049.796615384616,38140.93989941611,-104.301
1984-05-21,4,139,155.77999877929688,156.11000061035156,154.6300048828125,154.72999572753906,154.72999572753906,73380000.0,10.32,10.32,103.5,4050.616934065934,38149.390283532855,-104.301
1984-05-22,4,140,154.72999572753906,154.72999572753906,152.99000549316406,153.8800048828125,153.8800048828125,88030000.0,10.32,10.32,103.5,4051.437252747253,38157.8406676496,-104.301
1984-05-23,4,141,153.8800048828125,154.02000427246094,153.10000610351562,153.14999389648438,153.14999389648438,82690000.0,10.32,10.32,103.5,4052.2575714285713,38166.29105176634,-104.301
1984-05-24,4,142,153.14999389648438,153.14999389648438,150.8000030517578,151.22999572753906,151.22999572753906,99040000.0,10.32,10.32,103.5,4053.07789010989,38174.74143588308,-104.301
1984-05-25,4,143,151.22999572753906,152.02000427246094,150.85000610351562,151.6199951171875,151.6199951171875,78190000.0,10.32,10.32,103.5,4053.8982087912086,38183.19181999983,-104.301
1984-05-26,4,144,151.22999572753906,152.02000427246094,150.85000610351562,151.6199951171875,151.6199951171875,78190000.0,10.32,10.32,103.5,4054.718527472528,38191.64220411656,-104.301
1984-05-27,4,145,151.22999572753906,152.02000427246094,150.85000610351562,151.6199951171875,151.6199951171875,78190000.0,10.32,10.32,103.5,4055.5388461538464,38200.0925882333,-104.301
1984-05-28,4,146,151.22999572753906,152.02000427246094,150.85000610351562,151.6199951171875,151.6199951171875,78190000.0,10.32,10.32,103.5,4056.359164835165,38208.54297235005,-104.301
1984-05-29,4,147,151.6199951171875,151.86000061035156,149.9499969482422,150.2899932861328,150.2899932861328,69060000.0,10.32,10.32,103.5,4057.179483516484,38216.99335646679,-104.301
1984-05-30,4,148,150.2899932861328,151.42999267578125,148.67999267578125,150.35000610351562,150.35000610351562,105660000.0,10.32,10.32,103.5,4057.999802197802,38225.443740583534,-104.301
1984-05-31,4,149,150.35000610351562,150.69000244140625,149.75999450683594,150.5500030517578,150.5500030517578,81890000.0,10.32,10.32,103.5,4058.820120879121,38233.89412470027,-104.301
1984-06-01,5,150,150.5500030517578,153.24000549316406,150.5500030517578,153.24000549316406,153.24000549316406,96040000.0,11.06,11.06,103.7,4059.64043956044,38242.34450881701,-104.301
1984-06-02,5,151,150.5500030517578,153.24000549316406,150.5500030517578,153.24000549316406,153.24000549316406,96040000.0,11.06,11.06,103.7,4060.4607582417584,38250.79489293376,-104.301
1984-06-03,5,152,150.5500030517578,153.24000549316406,150.5500030517578,153.24000549316406,153.24000549316406,96040000.0,11.06,11.06,103.7,4061.281076923077,38259.2452770505,-104.301
1984-06-04,5,153,153.24000549316406,155.10000610351562,153.24000549316406,154.33999633789062,154.33999633789062,96740000.0,11.06,11.06,103.7,4062.101395604396,38267.69566116724,-104.301
